PlayerName,Team,Position,Week,Opponent,ProjPassYd,ProjPassTD,ProjPassINT,ProjRushAtt,ProjRushYd,ProjRushTD,ProjRecCount,ProjRecYd,ProjRecTD,ActualPassYd,ActualPassTD,ActualPassINT,ActualRushAtt,ActualRushYd,ActualRushTD,ActualRecCount,ActualRecYd,ActualRecTD,FanProjStd,FanProjPPR1,FanProjPPRHalf,FanActualStd,FanActualPPR1,FanActualPPRHalf,DiffPassYds,DiffPassTD,DiffPassINT,DiffRushAtt,DiffRushYd,DiffRushTD,DiffRecCount,DiffRecYd,DiffRecTD,DiffStandard,DiffPPR1,DiffPPRHalf
Carson Wentz,PHI,QB,2,LA,240.79,1.77,0.67,3.05,12.51,0.11,0,0,0,242,0,0,2,7,1,0,0,0,17.95,17.95,17.95,16.38,16.38,16.38,1.21,-1.77,-0.67,-1.05,-5.51,0.89,0,0,0,-1.57,-1.57,-1.57
Ben Roethlisberger,PIT,QB,2,DEN,287.82,1.62,0.83,0.91,3.09,0.04,0,0,0,311,2,0,1,0,0,0,0,0,17.71,17.71,17.71,20.44,20.44,20.44,23.18,0.38,-0.83,0.09,-3.09,-0.04,0,0,0,2.73,2.73,2.73
Cam Newton,NE,QB,2,SEA,222.8,1.14,0.86,6.79,31.45,0.35,0,0,0,397,1,0,11,48,2,0,0,0,17.86,17.86,17.86,36.68,36.68,36.68,174.2,-0.14,-0.86,4.21,16.55,1.65,0,0,0,18.82,18.82,18.82
Mitchell Trubisky,CHI,QB,2,NYG,206.54,1.55,0.75,4.93,22.2,0.24,0,0,0,190,2,0,4,16,0,0,0,0,17.37,17.37,17.37,17.2,17.2,17.2,-16.54,0.45,-0.75,-0.93,-6.2,-0.24,0,0,0,-0.17,-0.17,-0.17
Derek Carr,LV,QB,2,NO,269.55,1.38,0.64,1.79,6.98,0.07,0,0,0,282,3,0,3,3,0,0,0,0,16.78,16.78,16.78,23.58,23.58,23.58,12.45,1.62,-0.64,1.21,-3.98,-0.07,0,0,0,6.8,6.8,6.8
Baker Mayfield,CLE,QB,2,CIN,237.42,1.72,0.92,2.12,8.91,0.1,0,0,0,219,2,0,1,8,0,0,0,0,16.95,16.95,16.95,17.56,17.56,17.56,-18.42,0.28,-0.92,-1.12,-0.91,-0.1,0,0,0,0.61,0.61,0.61
Joe Burrow,CIN,QB,2,CLE,246.03,1.38,0.78,3.35,14.21,0.14,0,0,0,316,3,0,7,19,0,0,0,0,16.84,16.84,16.84,26.54,26.54,26.54,69.97,1.62,-0.78,3.65,4.79,-0.14,0,0,0,9.7,9.7,9.7
Gardner Minshew,JAC,QB,2,TEN,245.95,1.3,0.71,4.08,17.54,0.13,0,0,0,339,3,0,4,19,0,0,0,0,16.86,16.86,16.86,27.46,27.46,27.46,93.05,1.7,-0.71,-0.08,1.46,-0.13,0,0,0,10.6,10.6,10.6
Teddy Bridgewater,CAR,QB,2,TB,259.27,1.31,0.83,2.4,9.75,0.07,0,0,0,367,0,0,0,0,0,0,0,0,16.18,16.18,16.18,14.68,14.68,14.68,107.73,-1.31,-0.83,-2.4,-9.75,-0.07,0,0,0,-1.5,-1.5,-1.5
Jimmy Garoppolo,SF,QB,2,NYJ,240.39,1.39,0.71,2.33,8.5,0.07,0,0,0,131,2,0,0,0,0,0,0,0,15.74,15.74,15.74,13.24,13.24,13.24,-109.39,0.61,-0.71,-2.33,-8.5,-0.07,0,0,0,-2.5,-2.5,-2.5
Daniel Jones,NYG,QB,2,CHI,235.88,1.24,0.84,3.86,16.79,0.12,0,0,0,241,0,0,3,21,0,0,0,0,15.95,15.95,15.95,11.74,11.74,11.74,5.12,-1.24,-0.84,-0.86,4.21,-0.12,0,0,0,-4.21,-4.21,-4.21
Ryan Fitzpatrick,MIA,QB,2,BUF,251.53,1.29,1.16,2.43,10.81,0.07,0,0,0,328,2,0,3,12,0,0,0,0,15.56,15.56,15.56,22.32,22.32,22.32,76.47,0.71,-1.16,0.57,1.19,-0.07,0,0,0,6.76,6.76,6.76
Sam Darnold,NYJ,QB,2,SF,234.32,1.3,0.9,2.52,10.25,0.1,0,0,0,179,1,0,1,8,0,0,0,0,15.3,15.3,15.3,11.96,11.96,11.96,-55.32,-0.3,-0.9,-1.52,-2.25,-0.1,0,0,0,-3.34,-3.34,-3.34
Dwayne Haskins,WSH,QB,2,ARI,216.16,1.34,0.73,1.31,5.56,0.06,0,0,0,223,1,0,2,8,0,0,0,0,14.19,14.19,14.19,13.72,13.72,13.72,6.84,-0.34,-0.73,0.69,2.44,-0.06,0,0,0,-0.47,-0.47,-0.47
Drew Lock,DEN,QB,2,PIT,232.88,1.05,0.74,1.9,8.01,0.06,0,0,0,20,0,0,0,0,0,0,0,0,13.94,13.94,13.94,0.8,0.8,0.8,-212.88,-1.05,-0.74,-1.9,-8.01,-0.06,0,0,0,-13.14,-13.14,-13.14
Christian McCaffrey,CAR,RB,2,TB,0,0,0,17.69,81.71,0.51,6.77,53.82,0.22,0,0,0,18,59,2,4,29,0,17.93,24.7,21.32,20.8,24.8,22.8,0,0,0,0.31,-22.71,1.49,-2.77,-24.82,-0.22,2.87,0.1,1.49
Ezekiel Elliott,DAL,RB,2,ATL,0,0,0,18.41,83.76,0.72,3.82,29.53,0.19,0,0,0,23,89,1,6,33,0,16.79,20.61,18.7,18.2,24.2,21.2,0,0,0,4.59,5.24,0.28,2.18,3.47,-0.19,1.41,3.59,2.5
Derrick Henry,TEN,RB,2,JAC,0,0,0,19.31,92.31,0.91,1.82,17.82,0.06,0,0,0,25,84,0,0,0,0,16.83,18.65,17.74,8.4,8.4,8.4,0,0,0,5.69,-8.31,-0.91,-1.82,-17.82,-0.06,-8.43,-10.25,-9.34
Alvin Kamara,NO,RB,2,LV,0,0,0,14.42,67.77,0.66,6.26,44,0.27,0,0,0,13,79,2,9,95,0,16.76,23.02,19.89,29.4,38.4,33.9,0,0,0,-1.42,11.23,1.34,2.74,51,-0.27,12.64,15.38,14.01
Saquon Barkley,NYG,RB,2,CHI,0,0,0,17.38,80.97,0.49,4.53,34.93,0.16,0,0,0,4,28,0,0,0,0,15.49,20.02,17.76,2.8,2.8,2.8,0,0,0,-13.38,-52.97,-0.49,-4.53,-34.93,-0.16,-12.69,-17.22,-14.95
Aaron Jones,GB,RB,2,DET,0,0,0,15.1,71.74,0.9,2.75,21.2,0.11,0,0,0,18,168,2,4,68,1,15.35,18.1,16.73,41.6,45.6,43.6,0,0,0,2.9,96.26,1.1,1.25,46.8,0.89,26.25,27.5,26.88
Dalvin Cook,MIN,RB,2,IND,0,0,0,16.51,74.3,0.5,3.98,38.11,0.13,0,0,0,15,65,1,2,8,0,15.02,19,17.01,13.3,15.3,14.3,0,0,0,-1.51,-9.3,0.5,-1.98,-30.11,-0.13,-1.72,-3.7,-2.71
Clyde Edwards-Helaire,KC,RB,2,LAC,0,0,0,17.97,80.68,0.57,2.76,21.89,0.14,0,0,0,10,38,0,6,32,0,14.52,17.28,15.9,7,13,10,0,0,0,-7.97,-42.68,-0.57,3.24,10.11,-0.14,-7.52,-4.28,-5.9
Josh Jacobs,LV,RB,2,NO,0,0,0,18.07,80.58,0.68,2.12,17.1,0.07,0,0,0,27,88,0,3,17,0,14.27,16.39,15.33,10.5,13.5,12,0,0,0,8.93,7.42,-0.68,0.88,-0.1,-0.07,-3.77,-2.89,-3.33
Kenyan Drake,ARI,RB,2,WSH,0,0,0,15.89,71.5,0.57,3.25,28.21,0.15,0,0,0,20,86,0,2,9,0,14.29,17.54,15.92,9.5,11.5,10.5,0,0,0,4.11,14.5,-0.57,-1.25,-19.21,-0.15,-4.79,-6.04,-5.41
Nick Chubb,CLE,RB,2,CIN,0,0,0,17.69,85.78,0.62,1.64,12.65,0.08,0,0,0,22,124,2,1,9,0,14.04,15.68,14.86,25.3,26.3,25.8,0,0,0,4.31,38.22,1.38,-0.64,-3.65,-0.08,11.26,10.62,10.94
Jonathan Taylor,IND,RB,2,MIN,0,0,0,15.34,66.43,0.57,2.42,20.71,0.12,0,0,0,26,101,1,2,9,0,12.85,15.27,14.06,17,19,18,0,0,0,10.66,34.57,0.43,-0.42,-11.71,-0.12,4.15,3.73,3.94
Joe Mixon,CIN,RB,2,CLE,0,0,0,17.55,74.07,0.39,3.02,21.88,0.09,0,0,0,16,46,0,4,40,0,12.48,15.5,13.99,8.6,12.6,10.6,0,0,0,-1.55,-28.07,-0.39,0.98,18.12,-0.09,-3.88,-2.9,-3.39
Chris Carson,SEA,RB,2,NE,0,0,0,17.27,77.19,0.39,2.62,20.4,0.13,0,0,0,17,72,0,3,36,1,12.88,15.5,14.19,16.8,19.8,18.3,0,0,0,-0.27,-5.19,-0.39,0.38,15.6,0.87,3.92,4.3,4.11
Miles Sanders,PHI,RB,2,LA,0,0,0,15.1,66.42,0.44,2.71,22.2,0.12,0,0,0,21,95,1,3,36,0,12.22,14.93,13.58,19.1,22.1,20.6,0,0,0,5.9,28.58,0.56,0.29,13.8,-0.12,6.88,7.17,7.02
Melvin Gordon,DEN,RB,2,PIT,0,0,0,16.89,71.45,0.45,2.42,18.79,0.08,0,0,0,19,70,0,2,14,1,12.2,14.62,13.41,14.4,16.4,15.4,0,0,0,2.11,-1.45,-0.45,-0.42,-4.79,0.92,2.2,1.78,1.99
Raheem Mostert,SF,RB,2,NYJ,0,0,0,14.03,63.14,0.53,2.33,20.74,0.07,0,0,0,8,92,1,2,15,0,11.99,14.32,13.16,16.7,18.7,17.7,0,0,0,-6.03,28.86,0.47,-0.33,-5.74,-0.07,4.71,4.38,4.54
David Johnson,HOU,RB,2,BAL,0,0,0,14.34,58.07,0.43,2.87,25.88,0.13,0,0,0,11,34,0,2,16,0,11.76,14.63,13.2,5,7,6,0,0,0,-3.34,-24.07,-0.43,-0.87,-9.88,-0.13,-6.76,-7.63,-7.2
Austin Ekeler,LAC,RB,2,KC,0,0,0,11.23,50.87,0.34,3.71,35.45,0.17,0,0,0,16,93,0,4,55,0,11.69,15.4,13.54,14.8,18.8,16.8,0,0,0,4.77,42.13,-0.34,0.29,19.55,-0.17,3.11,3.4,3.26
David Montgomery,CHI,RB,2,NYG,0,0,0,15.9,65.83,0.52,1.34,9.27,0.05,0,0,0,16,82,0,3,45,1,10.93,12.27,11.6,18.7,21.7,20.2,0,0,0,0.1,16.17,-0.52,1.66,35.73,0.95,7.77,9.43,8.6
Todd Gurley,ATL,RB,2,DAL,0,0,0,11.22,51.05,0.55,2.07,17.76,0.11,0,0,0,21,61,0,0,0,0,10.84,12.91,11.88,6.1,6.1,6.1,0,0,0,9.78,9.95,-0.55,-2.07,-17.76,-0.11,-4.74,-6.81,-5.78
James Conner,PIT,RB,2,DEN,0,0,0,12.21,52.89,0.44,2.15,20.4,0.08,0,0,0,16,106,1,2,15,0,10.45,12.6,11.52,18.1,20.1,19.1,0,0,0,3.79,53.11,0.56,-0.15,-5.4,-0.08,7.65,7.5,7.58
James Robinson,JAC,RB,2,TEN,0,0,0,15.57,67.59,0.4,1.05,7.73,0.03,0,0,0,16,102,1,3,18,0,10.11,11.16,10.64,18,21,19.5,0,0,0,0.43,34.41,0.6,1.95,10.27,-0.03,7.89,9.84,8.86
Ronald Jones,TB,RB,2,CAR,0,0,0,12.6,52.3,0.45,2.1,14.51,0.09,0,0,0,7,23,1,2,4,0,9.92,12.02,10.97,8.7,10.7,9.7,0,0,0,-5.6,-29.3,0.55,-0.1,-10.51,-0.09,-1.22,-1.32,-1.27
Kareem Hunt,CLE,RB,2,CIN,0,0,0,8.21,37.76,0.29,3.14,27.88,0.18,0,0,0,10,86,1,2,15,1,9.38,12.52,10.95,22.1,24.1,23.1,0,0,0,1.79,48.24,0.71,-1.14,-12.88,0.82,12.72,11.58,12.15
Nyheim Hines,IND,RB,2,MIN,0,0,0,8.82,36.51,0.28,3.65,27.69,0.19,0,0,0,0,0,0,1,4,0,9.24,12.89,11.06,0.4,1.4,0.9,0,0,0,-8.82,-36.51,-0.28,-2.65,-23.69,-0.19,-8.84,-11.49,-10.16
Mark Ingram,BAL,RB,2,HOU,0,0,0,10.05,49.67,0.47,1.29,10.19,0.07,0,0,0,9,55,1,2,22,0,9.23,10.52,9.88,13.7,15.7,14.7,0,0,0,-1.05,5.33,0.53,0.71,11.81,-0.07,4.47,5.18,4.82
Benny Snell,PIT,RB,2,DEN,0,0,0,11.73,49.6,0.27,1.68,15.12,0.07,0,0,0,3,5,0,1,-4,0,8.51,10.19,9.35,0.1,1.1,0.6,0,0,0,-8.73,-44.6,-0.27,-0.68,-19.12,-0.07,-8.41,-9.09,-8.75
Antonio Gibson,WSH,RB,2,ARI,0,0,0,9.12,38.6,0.24,2.84,22.39,0.12,0,0,0,13,55,1,1,-3,0,8.26,11.1,9.68,11.2,12.2,11.7,0,0,0,3.88,16.4,0.76,-1.84,-25.39,-0.12,2.94,1.1,2.02
Malcolm Brown,LA,RB,2,PHI,0,0,0,11.38,47.21,0.33,1.08,8.73,0.05,0,0,0,11,47,0,0,0,0,7.87,8.95,8.41,4.7,4.7,4.7,0,0,0,-0.38,-0.21,-0.33,-1.08,-8.73,-0.05,-3.17,-4.25,-3.71
Devin Singletary,BUF,RB,2,MIA,0,0,0,10.5,46.21,0.26,1.8,11.99,0.08,0,0,0,10,56,0,2,20,0,7.86,9.66,8.76,7.6,9.6,8.6,0,0,0,-0.5,9.79,-0.26,0.2,8.01,-0.08,-0.26,-0.06,-0.16
Sony Michel,NE,RB,2,SEA,0,0,0,11.04,45.8,0.33,0.9,7.11,0.03,0,0,0,7,19,0,0,0,0,7.45,8.35,7.9,1.9,1.9,1.9,0,0,0,-4.04,-26.8,-0.33,-0.9,-7.11,-0.03,-5.55,-6.45,-6
Zack Moss,BUF,RB,2,MIA,0,0,0,10.08,42.22,0.28,1.36,9.63,0.06,0,0,0,8,37,0,1,0,0,7.22,8.58,7.9,3.7,4.7,4.2,0,0,0,-2.08,-5.22,-0.28,-0.36,-9.63,-0.06,-3.52,-3.88,-3.7
JK Dobbins,BAL,RB,2,HOU,0,0,0,9.64,40.69,0.28,1.06,8.33,0.06,0,0,0,2,48,0,1,13,0,6.94,8,7.47,6.1,7.1,6.6,0,0,0,-7.64,7.31,-0.28,-0.06,4.67,-0.06,-0.84,-0.9,-0.87
D'Andre Swift,DET,RB,2,GB,0,0,0,7.43,31.36,0.2,2.23,19.02,0.1,0,0,0,5,12,0,5,60,0,6.84,9.07,7.96,7.2,12.2,9.7,0,0,0,-2.43,-19.36,-0.2,2.77,40.98,-0.1,0.36,3.13,1.74
Latavius Murray,NO,RB,2,LV,0,0,0,8.89,35.93,0.36,1.05,7.31,0.04,0,0,0,3,14,0,2,19,0,6.72,7.77,7.24,3.3,5.3,4.3,0,0,0,-5.89,-21.93,-0.36,0.95,11.69,-0.04,-3.42,-2.47,-2.94
Adrian Peterson,DET,RB,2,GB,0,0,0,10.52,41.14,0.23,1.05,8.95,0.04,0,0,0,7,41,0,0,0,0,6.63,7.68,7.16,4.1,4.1,4.1,0,0,0,-3.52,-0.14,-0.23,-1.05,-8.95,-0.04,-2.53,-3.58,-3.06
Cam Akers,LA,RB,2,PHI,0,0,0,7.94,33.33,0.2,1.85,14.65,0.08,0,0,0,3,13,0,0,0,0,6.48,8.33,7.4,1.3,1.3,1.3,0,0,0,-4.94,-20.33,-0.2,-1.85,-14.65,-0.08,-5.18,-7.03,-6.1
Tevin Coleman,SF,RB,2,NYJ,0,0,0,7.3,31.59,0.36,0.65,6.45,0.04,0,0,0,14,12,0,2,28,0,6.2,6.85,6.52,4,6,5,0,0,0,6.7,-19.59,-0.36,1.35,21.55,-0.04,-2.2,-0.85,-1.53
Frank Gore,NYJ,RB,2,SF,0,0,0,11.97,46.07,0.08,1.23,8.66,0.04,0,0,0,21,63,0,0,0,0,6.19,7.42,6.81,6.3,6.3,6.3,0,0,0,9.03,16.93,-0.08,-1.23,-8.66,-0.04,0.11,-1.12,-0.51
Peyton Barber,WSH,RB,2,ARI,0,0,0,10.03,37.21,0.29,0.65,4.45,0.03,0,0,0,1,1,0,0,0,0,6.09,6.74,6.42,0.1,0.1,0.1,0,0,0,-9.03,-36.21,-0.29,-0.65,-4.45,-0.03,-5.99,-6.64,-6.32
Leonard Fournette,TB,RB,2,CAR,0,0,0,8.61,34.11,0.28,1.18,7,0.04,0,0,0,12,103,2,4,13,0,6.03,7.21,6.62,23.6,27.6,25.6,0,0,0,3.39,68.89,1.72,2.82,6,-0.04,17.57,20.39,18.98
Jordan Howard,MIA,RB,2,BUF,0,0,0,8.8,36.51,0.26,0.8,5.93,0.03,0,0,0,5,4,1,0,0,0,5.98,6.78,6.38,6.4,6.4,6.4,0,0,0,-3.8,-32.51,0.74,-0.8,-5.93,-0.03,0.42,-0.38,0.02
Joshua Kelley,LAC,RB,2,KC,0,0,0,7.73,32.76,0.21,1.25,8.76,0.05,0,0,0,23,64,0,2,49,0,5.71,6.96,6.34,11.3,13.3,12.3,0,0,0,15.27,31.24,-0.21,0.75,40.24,-0.05,5.59,6.34,5.97
Alexander Mattison,MIN,RB,2,IND,0,0,0,6.84,29.49,0.16,1.36,11.74,0.06,0,0,0,3,13,0,1,3,0,5.44,6.8,6.12,1.6,2.6,2.1,0,0,0,-3.84,-16.49,-0.16,-0.36,-8.74,-0.06,-3.84,-4.2,-4.02
Tarik Cohen,CHI,RB,2,NYG,0,0,0,5.07,21.31,0.14,3.42,17.23,0.14,0,0,0,5,12,0,1,15,0,5.53,8.95,7.24,2.7,3.7,3.2,0,0,0,-0.07,-9.31,-0.14,-2.42,-2.23,-0.14,-2.83,-5.25,-4.04
Tony Pollard,DAL,RB,2,ATL,0,0,0,5.5,23.92,0.17,1.64,13.05,0.09,0,0,0,2,6,0,1,3,0,5.26,6.9,6.08,0.9,1.9,1.4,0,0,0,-3.5,-17.92,-0.17,-0.64,-10.05,-0.09,-4.36,-5,-4.68
Royce Freeman,DEN,RB,2,PIT,0,0,0,7.48,29.69,0.17,1.68,9.88,0.03,0,0,0,3,20,0,0,0,0,5.16,6.84,6,2,2,2,0,0,0,-4.48,-9.69,-0.17,-1.68,-9.88,-0.03,-3.16,-4.84,-4
Chase Edmonds,ARI,RB,2,WSH,0,0,0,5.42,22.99,0.16,1.51,12.44,0.08,0,0,0,3,4,0,3,9,0,4.98,6.49,5.74,1.3,4.3,2.8,0,0,0,-2.42,-18.99,-0.16,1.49,-3.44,-0.08,-3.68,-2.19,-2.94
Jamaal Williams,GB,RB,2,DET,0,0,0,6.31,25.5,0.17,1.31,9.71,0.06,0,0,0,9,65,0,0,0,0,4.9,6.21,5.56,6.5,6.5,6.5,0,0,0,2.69,39.5,-0.17,-1.31,-9.71,-0.06,1.6,0.29,0.94
Brian Hill,ATL,RB,2,DAL,0,0,0,6.01,25.85,0.13,1.27,10.05,0.06,0,0,0,3,14,0,2,11,0,4.73,6,5.36,2.5,4.5,3.5,0,0,0,-3.01,-11.85,-0.13,0.73,0.95,-0.06,-2.23,-1.5,-1.87
Rex Burkhead,NE,RB,2,SEA,0,0,0,5.77,23.44,0.2,1.06,9.77,0.03,0,0,0,6,2,0,4,47,0,4.7,5.76,5.23,4.9,8.9,6.9,0,0,0,0.23,-21.44,-0.2,2.94,37.23,-0.03,0.2,3.14,1.67
Myles Gaskin,MIA,RB,2,BUF,0,0,0,6.47,27.25,0.14,1.09,8.06,0.04,0,0,0,7,46,0,6,36,0,4.61,5.7,5.16,8.2,14.2,11.2,0,0,0,0.53,18.75,-0.14,4.91,27.94,-0.04,3.59,8.5,6.04
Jerick McKinnon,SF,RB,2,NYJ,0,0,0,6.24,25.76,0.16,1.06,8.42,0.04,0,0,0,3,77,1,0,0,0,4.62,5.68,5.15,13.7,13.7,13.7,0,0,0,-3.24,51.24,0.84,-1.06,-8.42,-0.04,9.08,8.02,8.55
Boston Scott,PHI,RB,2,LA,0,0,0,6.09,25.63,0.19,1.01,7.28,0.04,0,0,0,4,19,0,3,24,0,4.67,5.68,5.18,4.3,7.3,5.8,0,0,0,-2.09,-6.63,-0.19,1.99,16.72,-0.04,-0.37,1.62,0.62
La'Mical Perine,NYJ,RB,2,SF,0,0,0,6.43,25.83,0.2,1.06,7.11,0.02,0,0,0,3,17,0,0,0,0,4.61,5.67,5.14,1.7,1.7,1.7,0,0,0,-3.43,-8.83,-0.2,-1.06,-7.11,-0.02,-2.91,-3.97,-3.44
Chris Thompson,JAC,RB,2,TEN,0,0,0,2.64,11.66,0.05,3.03,21.27,0.11,0,0,0,2,7,0,3,20,1,4.25,7.28,5.76,8.7,11.7,10.2,0,0,0,-0.64,-4.66,-0.05,-0.03,-1.27,0.89,4.45,4.42,4.43
Darrel Williams,KC,RB,2,LAC,0,0,0,5.04,20.99,0.13,1.12,9.25,0.06,0,0,0,0,0,0,1,12,0,4.16,5.28,4.72,1.2,2.2,1.7,0,0,0,-5.04,-20.99,-0.13,-0.12,2.75,-0.06,-2.96,-3.08,-3.02
Jalen Richard,LV,RB,2,NO,0,0,0,4.53,20.28,0.11,1.22,11.13,0.04,0,0,0,2,26,1,0,0,0,4.04,5.26,4.65,8.6,8.6,8.6,0,0,0,-2.53,5.72,0.89,-1.22,-11.13,-0.04,4.56,3.34,3.95
Kerryon Johnson,DET,RB,2,GB,0,0,0,5.15,21.37,0.16,0.74,6.37,0.02,0,0,0,8,32,1,0,0,0,3.85,4.59,4.22,9.2,9.2,9.2,0,0,0,2.85,10.63,0.84,-0.74,-6.37,-0.02,5.35,4.61,4.98
Matt Breida,MIA,RB,2,BUF,0,0,0,4.76,21.97,0.08,1.12,8.78,0.04,0,0,0,7,37,0,1,2,0,3.8,4.92,4.36,3.9,4.9,4.4,0,0,0,2.24,15.03,-0.08,-0.12,-6.78,-0.04,0.1,-0.02,0.04
Giovani Bernard,CIN,RB,2,CLE,0,0,0,4.79,19.57,0.09,1.36,9.11,0.04,0,0,0,1,3,0,5,22,0,3.65,5.01,4.33,2.5,7.5,5,0,0,0,-3.79,-16.57,-0.09,3.64,12.89,-0.04,-1.15,2.49,0.67
Carlos Hyde,SEA,RB,2,NE,0,0,0,4.73,19.65,0.11,0.97,5.43,0.05,0,0,0,5,22,0,2,15,0,3.47,4.44,3.96,3.7,5.7,4.7,0,0,0,0.27,2.35,-0.11,1.03,9.57,-0.05,0.23,1.26,0.75
LeSean McCoy,TB,RB,2,CAR,0,0,0,3.37,14.62,0.14,0.97,5.79,0.03,0,0,0,1,-5,0,5,26,0,3.06,4.03,3.54,2.1,7.1,4.6,0,0,0,-2.37,-19.62,-0.14,4.03,20.21,-0.03,-0.96,3.07,1.05
