PlayerName,Team,Position,Week,Opponent,ProjPassYd,ProjPassTD,ProjPassINT,ProjRushAtt,ProjRushYd,ProjRushTD,ProjRecCount,ProjRecYd,ProjRecTD,ActualPassYd,ActualPassTD,ActualPassINT,ActualRushAtt,ActualRushYd,ActualRushTD,ActualRecCount,ActualRecYd,ActualRecTD,FanProjStd,FanProjPPR1,FanProjPPRHalf,FanActualStd,FanActualPPR1,FanActualPPRHalf,DiffPassYds,DiffPassTD,DiffPassINT,DiffRushAtt,DiffRushYd,DiffRushTD,DiffRecCount,DiffRecYd,DiffRecTD,DiffStandard,DiffPPR1,DiffPPRHalf
Andy Isabella,ARI,WR,11,SEA,0,0,0,0.01,0.05,0,1.91,26.35,0.15,0,0,0,0,0,0,1,6,0,3.54,5.45,4.5,0.6,1.6,1.1,0,0,0,-0.01,-0.05,0,-0.91,-20.35,-0.15,-2.94,-3.85,-3.4
Greg Olsen,SEA,TE,11,ARI,0,0,0,0,0,0,0.6,1.59,0.15,0,0,0,0,0,0,2,20,0,1.06,1.66,1.36,2,4,3,0,0,0,0,0,0,1.4,18.41,-0.15,0.94,2.34,1.64
Jacob Hollister,SEA,TE,11,ARI,0,0,0,0,0,0,1.85,17.32,0.26,0,0,0,0,0,0,2,14,0,3.29,5.14,4.22,1.4,3.4,2.4,0,0,0,0,0,0,0.15,-3.32,-0.26,-1.89,-1.74,-1.82
Dan Arnold,ARI,TE,11,SEA,0,0,0,0,0,0,1.57,18.97,0.15,0,0,0,0,0,0,1,4,1,2.8,4.37,3.58,6.4,7.4,6.9,0,0,0,0,0,0,-0.57,-14.97,0.85,3.6,3.03,3.32
Maxx Williams,ARI,TE,11,SEA,0,0,0,0,0,0,1.16,11.83,0.11,0,0,0,0,0,0,2,29,0,1.84,3,2.42,2.9,4.9,3.9,0,0,0,0,0,0,0.84,17.17,-0.11,1.06,1.9,1.48
Will Dissly,SEA,TE,11,ARI,0,0,0,0,0,0,0.64,7.06,0.09,0,0,0,0,0,0,1,10,0,1.25,1.89,1.57,1,2,1.5,0,0,0,0,0,0,0.36,2.94,-0.09,-0.25,0.11,-0.07
Jason Myers,SEA,K,11,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,9.36,9.36,8,8,8,0,0,0,0,0,0,0,0,0,-1.36,-1.36,-1.36
Zane Gonzalez,ARI,K,11,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,7.15,7.15,3,3,3,0,0,0,0,0,0,0,0,0,-4.15,-4.15,-4.15
Patrick Mahomes,KC,QB,11,LV,298.74,2.74,0.63,3.82,16.8,0.23,0,0,0,348,2,0,2,18,0,0,0,0,25.34,25.34,25.34,23.72,23.72,23.72,49.26,-0.74,-0.63,-1.82,1.2,-0.23,0,0,0,-1.62,-1.62,-1.62
Lamar Jackson,BAL,QB,11,TEN,236.73,2.04,0.64,8.76,44.06,0.37,0,0,0,186,1,0,13,51,0,0,0,0,23.62,23.62,23.62,16.54,16.54,16.54,-50.73,-1.04,-0.64,4.24,6.94,-0.37,0,0,0,-7.08,-7.08,-7.08
Deshaun Watson,HOU,QB,11,NE,279.9,1.72,0.77,6.48,30.15,0.36,0,0,0,344,2,0,6,36,1,0,0,0,22.48,22.48,22.48,31.36,31.36,31.36,64.1,0.28,-0.77,-0.48,5.85,0.64,0,0,0,8.88,8.88,8.88
Justin Herbert,LAC,QB,11,NYJ,262.67,2,0.72,4.39,18.92,0.29,0,0,0,366,3,0,2,11,0,0,0,0,21.42,21.42,21.42,27.74,27.74,27.74,103.33,1,-0.72,-2.39,-7.92,-0.29,0,0,0,6.32,6.32,6.32
Cam Newton,NE,QB,11,HOU,229.09,1.58,0.89,7.33,34.85,0.47,0,0,0,365,1,0,2,7,0,0,0,0,20.9,20.9,20.9,19.3,19.3,19.3,135.91,-0.58,-0.89,-5.33,-27.85,-0.47,0,0,0,-1.6,-1.6,-1.6
Joe Burrow,CIN,QB,11,WSH,261.96,1.73,0.74,3.63,16.55,0.22,0,0,0,203,1,0,2,12,0,0,0,0,19.63,19.63,19.63,13.32,13.32,13.32,-58.96,-0.73,-0.74,-1.63,-4.55,-0.22,0,0,0,-6.31,-6.31,-6.31
Matthew Stafford,DET,QB,11,CAR,277.16,1.82,0.62,1.98,7.93,0.12,0,0,0,178,0,0,3,6,0,0,0,0,19.26,19.26,19.26,7.72,7.72,7.72,-99.16,-1.82,-0.62,1.02,-1.93,-0.12,0,0,0,-11.54,-11.54,-11.54
Aaron Rodgers,GB,QB,11,IND,263.9,1.85,0.37,1.37,6.5,0.06,0,0,0,311,3,0,3,13,0,0,0,0,18.6,18.6,18.6,25.74,25.74,25.74,47.1,1.15,-0.37,1.63,6.5,-0.06,0,0,0,7.14,7.14,7.14
Ben Roethlisberger,PIT,QB,11,JAC,265.28,2.12,0.9,1.43,5.06,0.07,0,0,0,267,2,0,0,0,0,0,0,0,19.12,19.12,19.12,18.68,18.68,18.68,1.72,-0.12,-0.9,-1.43,-5.06,-0.07,0,0,0,-0.44,-0.44,-0.44
Matt Ryan,ATL,QB,11,NO,285.44,1.6,0.58,1.95,7.49,0.06,0,0,0,232,0,0,0,0,0,0,0,0,18.35,18.35,18.35,9.28,9.28,9.28,-53.44,-1.6,-0.58,-1.95,-7.49,-0.06,0,0,0,-9.07,-9.07,-9.07
Tua Tagovailoa,MIA,QB,11,DEN,228.23,1.69,0.72,3.4,15.23,0.22,0,0,0,83,1,0,0,0,0,0,0,0,18.01,18.01,18.01,7.32,7.32,7.32,-145.23,-0.69,-0.72,-3.4,-15.23,-0.22,0,0,0,-10.69,-10.69,-10.69
Derek Carr,LV,QB,11,KC,250.79,1.69,0.66,2.39,10.17,0.12,0,0,0,275,3,0,2,7,0,0,0,0,17.87,17.87,17.87,23.7,23.7,23.7,24.21,1.31,-0.66,-0.39,-3.17,-0.12,0,0,0,5.83,5.83,5.83
Alex Smith,WSH,QB,11,CIN,251.56,1.67,0.53,1.59,7.3,0.06,0,0,0,166,1,0,0,0,0,0,0,0,17.3,17.3,17.3,10.64,10.64,10.64,-85.56,-0.67,-0.53,-1.59,-7.3,-0.06,0,0,0,-6.66,-6.66,-6.66
Kirk Cousins,MIN,QB,11,DAL,238.81,1.83,0.64,1.4,5.71,0.09,0,0,0,314,3,0,1,4,0,0,0,0,17.34,17.34,17.34,24.96,24.96,24.96,75.19,1.17,-0.64,-0.4,-1.71,-0.09,0,0,0,7.62,7.62,7.62
Carson Wentz,PHI,QB,11,CLE,245.6,1.5,0.72,3.55,15.39,0.16,0,0,0,235,2,0,3,10,0,0,0,0,17.6,17.6,17.6,18.4,18.4,18.4,-10.6,0.5,-0.72,-0.55,-5.39,-0.16,0,0,0,0.8,0.8,0.8
Philip Rivers,IND,QB,11,GB,260.36,1.89,1,0.64,2.02,0.02,0,0,0,288,3,0,0,0,0,0,0,0,17.3,17.3,17.3,23.52,23.52,23.52,27.64,1.11,-1,-0.64,-2.02,-0.02,0,0,0,6.22,6.22,6.22
Drew Lock,DEN,QB,11,MIA,246.52,1.48,0.84,2.49,10.95,0.13,0,0,0,270,0,0,2,23,0,0,0,0,16.82,16.82,16.82,13.1,13.1,13.1,23.48,-1.48,-0.84,-0.49,12.05,-0.13,0,0,0,-3.72,-3.72,-3.72
Ryan Tannehill,TEN,QB,11,BAL,259.62,1.35,0.78,2.66,11.66,0.1,0,0,0,259,2,0,4,38,0,0,0,0,16.77,16.77,16.77,22.16,22.16,22.16,-0.62,0.65,-0.78,1.34,26.34,-0.1,0,0,0,5.39,5.39,5.39
Andy Dalton,DAL,QB,11,MIN,261.44,1.61,0.92,0.95,3.51,0.04,0,0,0,203,3,0,1,7,0,1,-3,0,16.57,16.57,16.57,20.52,21.52,21.02,-58.44,1.39,-0.92,0.05,3.49,-0.04,1,-3,0,3.95,4.95,4.45
PJ Walker,CAR,QB,11,DET,238.59,1.42,0.98,2.99,12.88,0.19,0,0,0,258,1,0,2,2,0,0,0,0,16.67,16.67,16.67,14.52,14.52,14.52,19.41,-0.42,-0.98,-0.99,-10.88,-0.19,0,0,0,-2.15,-2.15,-2.15
Baker Mayfield,CLE,QB,11,PHI,211.96,1.53,0.84,2.2,10.24,0.11,0,0,0,204,0,0,5,10,0,0,0,0,15.44,15.44,15.44,9.16,9.16,9.16,-7.96,-1.53,-0.84,2.8,-0.24,-0.11,0,0,0,-6.28,-6.28,-6.28
Joe Flacco,NYJ,QB,11,LAC,236.77,1.25,0.78,1.53,5.38,0.07,0,0,0,205,2,0,1,2,0,0,0,0,14.65,14.65,14.65,16.4,16.4,16.4,-31.77,0.75,-0.78,-0.53,-3.38,-0.07,0,0,0,1.75,1.75,1.75
Jake Luton,JAC,QB,11,PIT,238.85,1.17,1.01,1.79,7.71,0.09,0,0,0,151,0,0,0,0,0,0,0,0,14.54,14.54,14.54,6.04,6.04,6.04,-87.85,-1.17,-1.01,-1.79,-7.71,-0.09,0,0,0,-8.5,-8.5,-8.5
Jalen Hurts,PHI,QB,11,CLE,0,0,0,0.72,3.22,0.04,0,0,0,0,0,0,1,6,0,0,0,0,0.56,0.56,0.56,0.6,0.6,0.6,0,0,0,0.28,2.78,-0.04,0,0,0,0.04,0.04,0.04
Dalvin Cook,MIN,RB,11,DAL,0,0,0,20.58,98.07,0.95,3.76,33.6,0.2,0,0,0,27,115,1,5,45,0,20.07,23.83,21.95,22,27,24.5,0,0,0,6.42,16.93,0.05,1.24,11.4,-0.2,1.93,3.17,2.55
Derrick Henry,TEN,RB,11,BAL,0,0,0,19.45,90.77,0.78,1.64,13.55,0.06,0,0,0,28,133,1,1,-1,0,15.47,17.11,16.29,19.2,20.2,19.7,0,0,0,8.55,42.23,0.22,-0.64,-14.55,-0.06,3.73,3.09,3.41
Alvin Kamara,NO,RB,11,ATL,0,0,0,13.43,62.92,0.6,5.37,45.7,0.28,0,0,0,13,45,1,0,0,0,16.14,21.51,18.82,10.5,10.5,10.5,0,0,0,-0.43,-17.92,0.4,-5.37,-45.7,-0.28,-5.64,-11.01,-8.32
Aaron Jones,GB,RB,11,IND,0,0,0,13.55,63.35,0.63,3.59,29.65,0.19,0,0,0,10,41,1,4,30,0,14.22,17.81,16.02,13.1,17.1,15.1,0,0,0,-3.55,-22.35,0.37,0.41,0.35,-0.19,-1.12,-0.71,-0.92
Josh Jacobs,LV,RB,11,KC,0,0,0,16.44,73.49,0.66,2.42,17.92,0.12,0,0,0,17,55,1,1,9,0,13.82,16.24,15.03,12.4,13.4,12.9,0,0,0,0.56,-18.49,0.34,-1.42,-8.92,-0.12,-1.42,-2.84,-2.13
James Robinson,JAC,RB,11,PIT,0,0,0,17.5,76.58,0.56,3.02,22.11,0.1,0,0,0,17,73,0,2,21,0,13.83,16.85,15.34,9.4,11.4,10.4,0,0,0,-0.5,-3.58,-0.56,-1.02,-1.11,-0.1,-4.43,-5.45,-4.94
James Conner,PIT,RB,11,JAC,0,0,0,17.1,75.12,0.64,2.35,16.49,0.12,0,0,0,13,89,0,3,10,0,13.72,16.07,14.9,9.9,12.9,11.4,0,0,0,-4.1,13.88,-0.64,0.65,-6.49,-0.12,-3.82,-3.17,-3.5
Nick Chubb,CLE,RB,11,PHI,0,0,0,16.49,78.9,0.57,1.19,9,0.06,0,0,0,20,112,0,0,0,0,12.57,13.76,13.16,11.2,11.2,11.2,0,0,0,3.51,33.1,-0.57,-1.19,-9,-0.06,-1.37,-2.56,-1.97
Ezekiel Elliott,DAL,RB,11,MIN,0,0,0,15.9,70.42,0.46,3.48,22.54,0.15,0,0,0,21,103,0,2,11,1,12.96,16.44,14.7,17.4,19.4,18.4,0,0,0,5.1,32.58,-0.46,-1.48,-11.54,0.85,4.44,2.96,3.7
Mike Davis,CAR,RB,11,DET,0,0,0,15.43,61.12,0.49,3.41,23.15,0.15,0,0,0,19,64,1,2,15,0,12.27,15.68,13.98,13.9,15.9,14.9,0,0,0,3.57,2.88,0.51,-1.41,-8.15,-0.15,1.63,0.22,0.93
Antonio Gibson,WSH,RB,11,CIN,0,0,0,14.08,63.21,0.61,2.11,16.83,0.11,0,0,0,16,94,1,1,10,0,12.32,14.43,13.38,16.4,17.4,16.9,0,0,0,1.92,30.79,0.39,-1.11,-6.83,-0.11,4.08,2.97,3.52
Giovani Bernard,CIN,RB,11,WSH,0,0,0,14.94,61.79,0.36,4.11,28.15,0.18,0,0,0,9,18,0,4,37,0,12.23,16.34,14.28,5.5,9.5,7.5,0,0,0,-5.94,-43.79,-0.36,-0.11,8.85,-0.18,-6.73,-6.84,-6.78
Kalen Ballage,LAC,RB,11,NYJ,0,0,0,17.6,68.59,0.6,1.73,11.3,0.08,0,0,0,16,44,0,7,27,0,12.07,13.8,12.94,7.1,14.1,10.6,0,0,0,-1.6,-24.59,-0.6,5.27,15.7,-0.08,-4.97,0.3,-2.34
Todd Gurley,ATL,RB,11,NO,0,0,0,14.91,63.25,0.6,1.45,9.91,0.06,0,0,0,8,26,0,1,3,0,11.28,12.73,12,2.9,3.9,3.4,0,0,0,-6.91,-37.25,-0.6,-0.45,-6.91,-0.06,-8.38,-8.83,-8.6
Damien Harris,NE,RB,11,HOU,0,0,0,16.13,71.01,0.54,0.61,4.98,0.03,0,0,0,11,43,1,1,11,0,11.02,11.63,11.32,11.4,12.4,11.9,0,0,0,-5.13,-28.01,0.46,0.39,6.02,-0.03,0.38,0.77,0.58
Miles Sanders,PHI,RB,11,CLE,0,0,0,12.61,58.8,0.38,2.51,22.02,0.11,0,0,0,16,66,0,3,15,0,11.02,13.53,12.27,8.1,11.1,9.6,0,0,0,3.39,7.2,-0.38,0.49,-7.02,-0.11,-2.92,-2.43,-2.67
Duke Johnson,HOU,RB,11,NE,0,0,0,14.08,59.6,0.34,2.95,23.25,0.12,0,0,0,10,15,0,3,20,0,11.04,13.99,12.51,3.5,6.5,5,0,0,0,-4.08,-44.6,-0.34,0.05,-3.25,-0.12,-7.54,-7.49,-7.51
Salvon Ahmed,MIA,RB,11,DEN,0,0,0,16.91,69.73,0.54,0.56,3.83,0.03,0,0,0,12,43,0,5,31,0,10.78,11.34,11.06,7.4,12.4,9.9,0,0,0,-4.91,-26.73,-0.54,4.44,27.17,-0.03,-3.38,1.06,-1.16
Adrian Peterson,DET,RB,11,CAR,0,0,0,14.53,59.5,0.44,1.28,9.86,0.06,0,0,0,7,18,0,0,0,0,9.94,11.22,10.58,1.8,1.8,1.8,0,0,0,-7.53,-41.5,-0.44,-1.28,-9.86,-0.06,-8.14,-9.42,-8.78
Clyde Edwards-Helaire,KC,RB,11,LV,0,0,0,10.7,44.86,0.34,2.74,21.2,0.18,0,0,0,14,69,2,1,8,0,9.73,12.47,11.1,19.7,20.7,20.2,0,0,0,3.3,24.14,1.66,-1.74,-13.2,-0.18,9.97,8.23,9.1
Kareem Hunt,CLE,RB,11,PHI,0,0,0,10.76,48.19,0.34,2.35,20.47,0.13,0,0,0,13,11,1,1,10,0,9.69,12.04,10.86,8.1,9.1,8.6,0,0,0,2.24,-37.19,0.66,-1.35,-10.47,-0.13,-1.59,-2.94,-2.27
Melvin Gordon,DEN,RB,11,MIA,0,0,0,12.45,52.66,0.38,2.18,16.84,0.1,0,0,0,15,84,2,0,0,0,9.83,12.01,10.92,20.4,20.4,20.4,0,0,0,2.55,31.34,1.62,-2.18,-16.84,-0.1,10.57,8.39,9.48
La'Mical Perine,NYJ,RB,11,LAC,0,0,0,12.92,53.74,0.39,1.81,11.15,0.06,0,0,0,8,33,1,0,0,0,9.19,11,10.09,9.3,9.3,9.3,0,0,0,-4.92,-20.74,0.61,-1.81,-11.15,-0.06,0.11,-1.7,-0.79
Kerryon Johnson,DET,RB,11,CAR,0,0,0,9.2,40.89,0.3,2.8,21.74,0.17,0,0,0,6,17,0,2,21,0,9.08,11.88,10.48,3.8,5.8,4.8,0,0,0,-3.2,-23.89,-0.3,-0.8,-0.74,-0.17,-5.28,-6.08,-5.68
Nyheim Hines,IND,RB,11,GB,0,0,0,7.52,31.29,0.32,3.69,28.02,0.18,0,0,0,6,2,0,3,31,0,8.93,12.62,10.78,3.3,6.3,4.8,0,0,0,-1.52,-29.29,-0.32,-0.69,2.98,-0.18,-5.63,-6.32,-5.98
JD McKissic,WSH,RB,11,CIN,0,0,0,6.89,29.43,0.21,4.29,31.9,0.21,0,0,0,6,43,0,3,26,0,8.65,12.94,10.8,6.9,9.9,8.4,0,0,0,-0.89,13.57,-0.21,-1.29,-5.9,-0.21,-1.75,-3.04,-2.39
Jonathan Taylor,IND,RB,11,GB,0,0,0,9.32,39.05,0.4,1.54,11.71,0.07,0,0,0,22,90,0,4,24,0,7.9,9.44,8.67,11.4,15.4,13.4,0,0,0,12.68,50.95,-0.4,2.46,12.29,-0.07,3.5,5.96,4.73
Rex Burkhead,NE,RB,11,HOU,0,0,0,4.48,19.17,0.18,3.53,32.49,0.19,0,0,0,4,7,0,2,5,0,7.39,10.92,9.15,1.2,3.2,2.2,0,0,0,-0.48,-12.17,-0.18,-1.53,-27.49,-0.19,-6.19,-7.72,-6.95
Jamaal Williams,GB,RB,11,IND,0,0,0,8.49,33.87,0.21,2.43,17.01,0.12,0,0,0,5,12,0,1,4,1,7.07,9.5,8.28,7.6,8.6,8.1,0,0,0,-3.49,-21.87,-0.21,-1.43,-13.01,0.88,0.53,-0.9,-0.19
Phillip Lindsay,DEN,RB,11,MIA,0,0,0,8.03,37.21,0.21,1.57,10.76,0.06,0,0,0,16,82,0,0,0,0,6.42,7.99,7.2,8.2,8.2,8.2,0,0,0,7.97,44.79,-0.21,-1.57,-10.76,-0.06,1.78,0.21,0.99
James White,NE,RB,11,HOU,0,0,0,1.65,6.99,0.06,4.22,37.5,0.27,0,0,0,5,19,0,6,64,0,6.43,10.65,8.54,8.3,14.3,11.3,0,0,0,3.35,12.01,-0.06,1.78,26.5,-0.27,1.87,3.65,2.76
Joshua Kelley,LAC,RB,11,NYJ,0,0,0,7.69,30.81,0.22,1.87,13.19,0.12,0,0,0,4,-2,0,2,4,0,6.44,8.31,7.38,0.2,2.2,1.2,0,0,0,-3.69,-32.81,-0.22,0.13,-9.19,-0.12,-6.24,-6.11,-6.18
Jordan Wilkins,IND,RB,11,GB,0,0,0,8.53,37.56,0.34,0.54,3.8,0.03,0,0,0,4,21,0,1,15,0,6.36,6.9,6.63,3.6,4.6,4.1,0,0,0,-4.53,-16.56,-0.34,0.46,11.2,-0.03,-2.76,-2.3,-2.53
Matt Breida,MIA,RB,11,DEN,0,0,0,7.84,34.93,0.21,1.53,11.63,0.07,0,0,0,2,4,0,0,0,0,6.34,7.87,7.1,0.4,0.4,0.4,0,0,0,-5.84,-30.93,-0.21,-1.53,-11.63,-0.07,-5.94,-7.47,-6.7
Mark Ingram,BAL,RB,11,TEN,0,0,0,6.83,33.03,0.31,0.92,7.29,0.06,0,0,0,2,2,0,0,0,0,6.25,7.17,6.71,0.2,0.2,0.2,0,0,0,-4.83,-31.03,-0.31,-0.92,-7.29,-0.06,-6.05,-6.97,-6.51
Latavius Murray,NO,RB,11,ATL,0,0,0,8.45,34.34,0.3,0.73,5.5,0.03,0,0,0,12,49,0,2,36,0,5.96,6.69,6.32,8.5,10.5,9.5,0,0,0,3.55,14.66,-0.3,1.27,30.5,-0.03,2.54,3.81,3.18
JK Dobbins,BAL,RB,11,TEN,0,0,0,5.64,23.73,0.18,2.04,14.74,0.12,0,0,0,15,70,1,2,15,0,5.65,7.69,6.67,14.5,16.5,15.5,0,0,0,9.36,46.27,0.82,-0.04,0.26,-0.12,8.85,8.81,8.83
Devontae Booker,LV,RB,11,KC,0,0,0,6.69,28.4,0.23,1.04,8.38,0.05,0,0,0,5,16,0,1,3,0,5.36,6.4,5.88,1.9,2.9,2.4,0,0,0,-1.69,-12.4,-0.23,-0.04,-5.38,-0.05,-3.46,-3.5,-3.48
Gus Edwards,BAL,RB,11,TEN,0,0,0,7.27,32.79,0.21,0.55,4.14,0.03,0,0,0,3,6,0,0,0,0,5.13,5.68,5.4,0.6,0.6,0.6,0,0,0,-4.27,-26.79,-0.21,-0.55,-4.14,-0.03,-4.53,-5.08,-4.81
Le'Veon Bell,KC,RB,11,LV,0,0,0,6.45,25.86,0.18,1.16,8.84,0.07,0,0,0,7,25,1,1,11,0,4.97,6.13,5.55,9.6,10.6,10.1,0,0,0,0.55,-0.86,0.82,-0.16,2.16,-0.07,4.63,4.47,4.55
Alexander Mattison,MIN,RB,11,DAL,0,0,0,6.87,29.32,0.21,0.71,5.37,0.04,0,0,0,1,6,0,0,0,0,4.97,5.68,5.32,0.6,0.6,0.6,0,0,0,-5.87,-23.32,-0.21,-0.71,-5.37,-0.04,-4.37,-5.08,-4.72
Brian Hill,ATL,RB,11,NO,0,0,0,5.98,24.61,0.12,1.74,11.93,0.07,0,0,0,4,18,0,0,0,0,4.79,6.53,5.66,1.8,1.8,1.8,0,0,0,-1.98,-6.61,-0.12,-1.74,-11.93,-0.07,-2.99,-4.73,-3.86
Tony Pollard,DAL,RB,11,MIN,0,0,0,5.73,24.51,0.16,1.33,8.43,0.05,0,0,0,5,60,1,0,0,0,4.55,5.88,5.22,12,12,12,0,0,0,-0.73,35.49,0.84,-1.33,-8.43,-0.05,7.45,6.12,6.78
Boston Scott,PHI,RB,11,CLE,0,0,0,4.67,19.77,0.14,1.17,9.31,0.05,0,0,0,5,24,0,3,26,0,4.05,5.22,4.64,5,8,6.5,0,0,0,0.33,4.23,-0.14,1.83,16.69,-0.05,0.95,2.78,1.87
Benny Snell,PIT,RB,11,JAC,0,0,0,5.79,24.29,0.19,0.28,1.84,0.01,0,0,0,7,15,1,0,0,0,3.81,4.09,3.95,7.5,7.5,7.5,0,0,0,1.21,-9.29,0.81,-0.28,-1.84,-0.01,3.69,3.41,3.55
Samaje Perine,CIN,RB,11,WSH,0,0,0,4.61,18.98,0.11,1.16,8.17,0.07,0,0,0,5,19,0,1,2,0,3.8,4.96,4.38,2.1,3.1,2.6,0,0,0,0.39,0.02,-0.11,-0.16,-6.17,-0.07,-1.7,-1.86,-1.78
Frank Gore,NYJ,RB,11,LAC,0,0,0,6.11,24.39,0.12,0.36,2.47,0.01,0,0,0,15,61,1,2,10,0,3.47,3.83,3.65,13.1,15.1,14.1,0,0,0,8.89,36.61,0.88,1.64,7.53,-0.01,9.63,11.27,10.45
Rodney Smith,CAR,RB,11,DET,0,0,0,2.86,12.12,0.09,0.75,5.8,0.05,0,0,0,8,29,0,0,0,0,2.63,3.38,3,2.9,2.9,2.9,0,0,0,5.14,16.88,-0.09,-0.75,-5.8,-0.05,0.27,-0.48,-0.1
D'Onta Foreman,TEN,RB,11,BAL,0,0,0,2.7,11.18,0.06,0.57,4.2,0.03,0,0,0,1,1,0,0,0,0,2.08,2.65,2.37,0.1,0.1,0.1,0,0,0,-1.7,-10.18,-0.06,-0.57,-4.2,-0.03,-1.98,-2.55,-2.26
CJ Prosise,HOU,RB,11,NE,0,0,0,1.7,7.17,0.04,0.97,7.69,0.05,0,0,0,3,4,0,2,8,0,2.03,3,2.51,1.2,3.2,2.2,0,0,0,1.3,-3.17,-0.04,1.03,0.31,-0.05,-0.83,0.2,-0.31
Devine Ozigbo,JAC,RB,11,PIT,0,0,0,1.81,7.53,0.04,0.95,6.74,0.04,0,0,0,0,0,0,3,5,0,1.91,2.86,2.38,0.5,3.5,2,0,0,0,-1.81,-7.53,-0.04,2.05,-1.74,-0.04,-1.41,0.64,-0.38
